content	score
一直都喜欢三国文化，所以来成都必须得去看看，不错的景点！	1
去的时候碰到下雨，可惜没玩尽兴	1
门票很方便！到了景区直接刷身份证就取票了！自助取票也不用排队！	1
就是很多商场的地方。对于我不怎么喜欢购物的人来说一般般。	0
武候祠算是成都的地标了，这面一千多年前的影壁，见证蜀汉的兴衰	1
携程旅行网预定价格优惠，携程旅行网取票方便	1
一早就听说重庆的解放碑非常热闹，美女也多。趁着放假，就到重庆游玩一下。解放碑是一定要去的。但是结果却让人十分失望。我是开车去解放碑的，在重庆，几乎所有开车的人都不遵守交通规则，什么实线变道都算是轻的。加塞严重，都不打招呼，总之路况极其糟糕。一路上开过去路过的渝澳大桥也堵得不得了。到了解放碑，其实就是一个纪念碑，它有名是因为附近的商区非常热闹。但是由于这个地块属于老重庆，所以破楼到处都是，不过我看了大部分的楼已经没有人在住了，估计是旧区改造，以后希望能够慢慢好起来。解放碑附近也造了一些新兴的大型百货公司。但是这就和其他城市没啥区别了。附近卖小吃的地方非常多，但是卫生水平堪忧。大家也是废物随地乱丢的样子。本来城市就是被雾气笼罩，显得非常的不干净，听当地人说，现在这些雾气已经含有很多污染元素，对身体其实是不好的，加上人们有随地乱丢废物。正是市容让人汗颜。。。。。	0
人那么多 排队排了1个小时 也没发现进去有什么好看的	0
你的生活不在这里在别处在更远的地方...	1
值得去的景点，有历史沉淀，必须去看看	1
武侯祠，杜莆草堂都是成都的名片	1
刘备之墓，进了武侯祠就想到早些年一直在玩的三国杀	1
网上预定很便宜也很方便，不用排队	1
感觉还过得去，过来逛逛不错，认识一下历史。	1
这个讲解还凑活吧，定位不是特别精准	1
一个不来怕遗憾，来了后悔的景点。排队几个小时，站在闷罐厢里看几分钟，	0
刷身份证好方便哦！游玩很开心哦	1
动物太少，大部分圈养；加上下雨，不好玩。	0
这里的有一个解放碑没有什么看点，如果你生活在一线城市，我建议就不用来了。如果你生活在三四线的小城市，可以过来看看。这里就是购物的商业街，你可以购物买很多东西。	0
人多，感觉也没什么看得了，卫生也差	0
第一次来西岭雪山感觉很好，我们去的时候山上的雪都还有很多，宝宝很喜欢，叫我以后还带他来玩雪	1
感受历史，历史的沉淀需要慢慢体会。	1
这个地方一定很值得参观有机会一定去看看毕竟也关押过一些革命分子值得去看看他们原先是受了多少苦换来我们现在的生活真的想想真是寒心	1
听说洪崖洞拆了，真的吗?	0
西岭雪山很美，都说上了索道很冷，其实也就到晚上才感觉到，日月坪时间太晚了没上去不过据说也是看风景的，山上还下着雪，可以堆雪人，去的小伙伴要带好钱啊	1
暑假出游绝对哪里都是旺季，提前预定门票是非常明智的选择，而且还便宜几块钱，何乐而不为呢	1
武侯祠很大，细细游玩的话需要1.5个小时。值得游玩的一个地方	1
就是古人雕刻的佛祖石像，如果不请导游，两个地方撑死两个小时结束，宝顶山石刻游览结束后，下山走累死了，设计的路线绕死人，还没有风景，建议看完后，原路返回，近多了。北山石刻就不建议去了，啥风景没有，石刻被破坏的很严重。	0
这里真没什么，就一条酒吧一条街，晚上去比较好，觉得不值一看	0
工作人员态度非常不好，每次要看熊猫，至少排半个小时以上，隔着玻璃，也是很辛苦的，感觉熊猫在看我们，也在笑我，那的维持秩序的工作人员态度也非常差，不为了看国宝谁去他们那看鬼样子？	0
感受三国文化，印象深刻的还是张飞，黑黑的脸庞映衬着威武气势	1
还好吧。全是商场，没什么特色，这些牌子各地都有咯。	0
祠堂正门傍晚时分的武侯祠，或许只有在这个时分才能有这份难得的幽静。红墙绿瓦，瞬间有种穿越的感觉。	1
如果你喜欢三国演义，喜欢蜀国，这里就是你必须要来的地方，另外请务必要听讲解	1
通过参观博物馆，了解蜀国的历史文化，听了讲解后对诸葛亮的认识更深了	1
很方便，就是还是要大一早就到景点才行，缆车不怎么需要排队。晚了就麻烦了。另外，第二条索道上去，好像海拔有3000多，小孩子高原反应了，只好马上下去滑雪广场。	1
武候词还不错啊，旁边是锦里古街，景区有自助语音讲解，扫一下二维码关注	1
携程网上订票太坑人了。输了儿童的身份证号码订的成人票，比景区的门票贵一半	0
怀着对诸葛亮的崇敬专程一游，发现没什么特点，跟普通寺庙差不多。	1
很嗨和家里人一起去的，感觉很热闹	1
很不错，环境很好，就是路途上堵车了	1
下坑的路实在是无聊至极，把对下面景色的期待，消耗的没剩多少了~如果下坑有电梯，大家在下面欣赏的心情会更好！	0
很好，正好赶上庙会，热闹极了。	1
取票方便 环境优美 就是停车好远呀！吃东西倒是很方便，紧挨着锦里	1
景点不错，值得参观。景点不错，值得参观。景点不错，值得参观。景点不错，值得参观。景点不错，值得参观。景点不错，值得参观。	1
值得一游，漂亮，古色古香，游人较多。	1
历史厚重，故事精彩，紧靠锦里，一个地方两种玩法！	1
武侯祠位于四川省成都市武侯区，是全国重点文物保护单位，国家AAAA级旅游景区，国家一级博物馆。1961年国务院公布为首批全国重点文物保护单位，2008年评选为首批国家一级博物馆。	1
取票方便快捷，我们一家人耍得很尽兴	1
门票20元，不算便宜也不算贵啊，周末人超多，都是家长带小朋友来认识各种动物的。充满了欢声笑语啊，卫生不是太好，臭味很大。	0
缆车不错，山顶挺好，但是很多路段被毁，只能原路返回了。	1
不错，第一天尝试了滑雪，第二天去日月坪，时间上蛮宽裕	1
三国志游戏玩家，对武侯祠心仪已久，参观后发现历史和演义还是有很大不同，小孩很喜欢三国故事，问了很多问题。	1
关于免票，和一般景点政策一样，但是索道票都不免也不打折；景好看，吃的玩的都好贵；山上提供开水，建议在外面超市买速食火锅之类的！对了！冬季人很多！穿多点去耍。哈哈哈哈	1
一般一般，很一般。不过没有导游的前提下凑合一下还可以的，但是后来发现景区里有免费的，所以不推荐	1
还行吧，20元看这么多动物，主要没看成熊猫很遗憾。不过有机会还是会继续支持的，很多动物，小朋友很开心，适合带孩子出区玩	0
到成都一定要去的地方，就是人太多了。	1
气候舒适但交通并不方便，饮食可选性不多，商业气息太重，景区服务意识很差，反感景区旅游巴士。	0
人多不好玩，交通不方便！不不不	0
第一次用携程购票，很好很方便！	1
没有定位，找不到自己在哪，敢觉最需要的，是基地的地图导航	0
春节庙会人山人海，历史文化有，美味购物有，但工作人员的服务意识和态度没有，估计是因为人多吧，整天熙熙攘攘的，谁看着都烦！	1
非常棒的地方，全程缆,无需走路，雪山很厚，但是不冷。很适合拍照纪念	1
可以的，但是我人不舒服早早就下来咯，上面很好玩	1
是晚上去的，感觉很繁华，应该也不错吧！	0
很愉快的一次全家出游，一路上看到的都是不错的美景，值得大家都去看看	1
一直想去西岭雪山游玩，这次终于实现。第一天去的花水湾晚上泡了温泉。烧烤味道还可以。网上订的酒店也便宜。第二天一早去了西岭雪山，玩的很尽兴。唯一的遗憾是滑雪没好好玩，朋友不小心扭到了脚，只有提前下山了。工作人员特别好。	1
连续去了三年了，每次跟朋友都玩得很开心	1
很坑人收费不合理   最想说的是景区取照片的工作人员服务态度太差  感觉是花钱去看脸色的  看景的心情都被毁了 不想在去第二次啦！	0
建筑和绿植搭配相得益彰，值得一去。	1
先帝创业未半而中道崩殂，今天下三分，益州疲弊，此诚危急存亡之秋也。然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。	1
方便，现在网上购票太方便了。。	1
西岭雪山风景好就是冷携程网给了我们很方便的服务	1
没有什么真正有价值看的，只慕名而去。不过检票口很多，很方便。外面的锦里还可以逛一下。	1
主要是介绍三国的故事，相信喜爱三国的人一定会喜欢	1
没耍头 还不如动物园 就几只熊猫 当逛公园。再不得去了	0
太坑了，景区窗口票价才120。	0
取票很方便，而且人少，不用在售票处排长队	1
三国的将士尊 票价太高是真的 有点划不来	1
失望至极的地方，脏乱差。就是一条翻新的购物街，太没意思了	0
去的时候不是节假日 蛮安逸的 赞！	1
在网络售票处取票，很方便～景点还是很有蜀汉风	1
这几天人不是很多，坐索道也不用等很久的时间排队，可惜天气不是很好，在日月坪只能看到雾，雪场还是很好玩的	1
人比较多，携程预定取票方便，省去了门口排大队的烦恼。	1
孔明，云长，益德，子龙，刘皇叔等历史人物，看的小朋友手舞足蹈！	1
没意思 俩人花99 看了几个熊猫的 进去做了来回的车一人10块钱的就出来了	0
挺方便的，便宜几块钱吧！不错的	1
景色不错，旁边就是锦里，有吃的有玩的	1
标志性景点，也就是个标志了。周围是商业街，还行吧	0
这里景色比较不错，绿树成荫。	1
喜欢三国的朋友值得一看，虽然这里大多是清朝时候建的。	1
是三国粉丝必去的景点之一，遗憾的是最近内部整修的区域太多。	1
由三国历史遗迹区（文物区）、西区（三国文化体验区）以及锦里民俗区（锦里）三部分组成	1
估计花了大价钱盖了个园子 各种建筑物里面放满了显示器 展示图 但是完全没内容 还不如动物园看两眼来的实在	0
蜀相祠堂何处寻，锦官城外人拥拥。多是人多去景点，环境相对嚣闹了。发思古幽情还得看时间对不对。三国历史风云被真实还原。知道卧龙之外也有蜀主家史。刘备墓最有感，土封寂寞，偏于后庭，少有人至。昔日草鞋王侯，终归黄土，功业成就，偏生阿斗，有国运家计，想得甚多。	1
一定要上山顶，相当漂亮，山腰冻成狗，山顶美如画，坐缆车上山顶，突破云雾的那一刻，心情无比激动	1
还不错吧，两个小时游玩时间，挨着锦里。相比更推荐杜甫草堂	1
成都永远是个你来了不想走的城市	1
卧龙躬耕地，就数武侯祠。览人文景观，听名人故事	1
直接买是一样的价钱，过年有庙会	1
很快很方便，还便宜了3元，下次再买	1
一个添加知识的好地方，可以成都更加了解	1
雪山雪很厚，也下了一点雪，一直都没什么太阳！能见度低，小孩子玩得很开心	1
虽然是大自然鬼斧神工的杰作，看着确认挺震撼的。但景区较小，有太多被“满城尽带黄金甲”“变形金刚”炒作的嫌疑！值不起135的门票钱。景区出口有10元1人的中转车，3分钟就到点，走路最多20分钟，个人感觉不值，要是累了不想走路的随意。	0
武侯祠从正面进，我走反了。带孩子了解一下三国时代。	1
一个人去的 没有导游 到服务台租了个电子讲解挂在脖子上的比自己在里面瞎逛好 感觉很值得一去	1
很值得一看的景点，就是黄金周人有点多，不过可以理解！	1
三国时期的历史，租了一个讲解机，孩子听得很有兴趣，这种人文景点关键还是要有讲解，自己看没意思的。	1
到了成都还是要去看看。门票偏贵。	1
本来想着打卡一下，然后要门票，让去路边什么地方买，没找到，然后也没进去	0
喜欢三国的人可以去看看，不喜欢那段历史的真心没必要去的。电子讲解器不太好用。而且租讲解器的工作人员服务态度很一般（每天见那么多游客，估计谁都会头疼吧）	1
毕竟没花钱，里面有历史的东西不少，综合来看了解历史可以，玩不行	1
来成都后，第一站去的地方。景美，仿佛感受到了那三国时期的人物风韵。好地方，值得一去	1
不错很好。旅游体验还不错。很不错	1
雨天赏景别有一番风味。值得游玩	1
我们去的时候的人造雪。景点门票还可以。人太多了	1
携程订票便宜，武侯祠人很多，我们四点多去玩，里面光线很差，边上的人物介绍根本看不出来	1
很坑爹，也就鸟瞰下江景，其他的没啥特色	0
人文景点，需要了解一些历史知识。所以不适合小孩子来。	1
人超级多，门票略贵，出门就是锦里小街	1
很有意义的红色旅游景点，门票虽然免费，但缺乏专业细致的旅客讲解服务。一辈子可能就去一次，不能只单单停留在&quot;关押革命烈士的白公馆&quot;等浅薄认知层面，希望当地政府考虑借鉴首付经验，招募群众志愿者……	0
离家这么近的滑雪场，腊月29来，人多雪美	1
整体还可以，就是有些故事介绍还是演义成分较多，也是考虑到大家对三国演义更熟悉些吧，总体还好	1
距离成都最近的看雪的地方，不错，错峰游玩，不拥挤，做索道也不累，取票很方便	1
重点是没有美女，很多商场，一栋栋，隔不远	0
携程订票方便，快捷，在游客中心取票，下次还要来	1
挺大的，无线上网微信语音讲解挺好的。人文景观值得去。	1
还可以，跟后花园似的，了解了三国的历史，不过我觉得讲述诸葛亮的东西太少了。	1
携程网订票，在景区门口取票非常方便。景点游览人较多，去时正值部分修建。整体还行吧。	1
全是美食全是好吃的小吃店，最遗憾的是没有时间去买麻花	0
商业街中心的，感觉下现代都市氛围，小吃好各类多多。美女不多游客多本地人少。	0
四川武侯祠，去看看吧，看看古人的事迹。	1
纪念诸葛亮，三国时代杰出嘅军事家，政治家	1
现在还以门票收入为主养景区不太爽	1
喜欢三国文化的人、想了解三国文化的人一定也会喜欢这里的。武侯祠景区分2部分，一部分是需要门票的，后面一大片不需要门票。如果对寺庙不感兴趣的人可以不用进，直接走后面的免费园区，风景不错，特别是春天确实漂亮。	1
很好，雪很大，小朋友玩得非常开心	1
这里是三国迷们的最爱啊，各种三国时期印记啊，至今仍然记忆犹新的就是各种三国时期人物塑像，和镶在墙上的出师表啊。	1
一样的么有雪，，哎，心累的，去，心累的回。	1
还行吧只能说但是是来重庆必须体验的东西	0
到这儿走了一趟，感觉还可以吧！！！！	1
西岭雪山晚场滑雪票只能微信扫码购买。购买后凭购票时使用的身份证在窗口领取，无需等待。晚场人有点多。	1
网络购票轻松，简单，方便，不排长队，随定随取，一个字——好	1
雨中登上歌乐山，重温革命历史，缅怀英烈事迹，绣红旗的故事非常感人，共产党人为了信仰，不屈不饶，激励着我们每一个人不忘初心，牢记使命……	1
过年人太多！建议平日里去！小街有点丽江的感觉，临江的咖啡茶座最低消费78元一个座位！太贵了！带着小孩怕挤没怎么逛，有机会再来看夜景。	0
是爱国教育的好地方，但对于我们这般闲人来游山玩水的话呢，就免了吧。	0
✨游重庆✨夜，住在江边。推开窗就是长江，灯光璀璨，离住处不远，就是洪崖洞。夜晚是洪崖洞最华丽的时候，金黄色的灯光延绵了一条街道，路北侧，尽是自拍和拍照的美女or帅哥~~洪崖洞之上有不少餐饮品牌，不过向来对这种地方的餐食不抱期待。洪崖洞桑可以坐游船游览两江~晚上在此看看夜景也是挺好的，遇到一位歌手在演唱，唱的确实好，也是头一次要为街头音乐买单。	0
天生三桥第二次来，武隆第三次来，整体感觉武隆应该是重庆周边最成熟和规范的景区，就是门票稍贵，拉低性价比！	0
历史的东西让人可以再次了解，我觉得挺不错的。	1
感觉不如南阳的武侯祠，总体布局一般，名气很大，去成都顺便拜访一下，若是只为到此恐怕就有点失望了。	1
不错不错，已经是n次去了，每次去的感觉都不一样，四季风景不一样，玩的也不一。	1
专门打车过去的，就为了拍一张照片，感觉没必要进去，商业化很严重，卖的很多小商品其他城市也有，有点失望，电梯根本坐不上，人超级多	0
下雨，人巨多，好累，没什么特别	0
雪山实在是太美了，第一天在2000多米玩的，在酒店住一天，第二天一大早去的日月坪，3000多米，穿过云层，到达日月坪，阳光明媚，蓝天白云，真的是人间仙境	1
买的半价票，纯属坑人，之前买过携程在其他景点的门票，在门口都设有专用兑换门票的窗口。这个没有任何提示，领取时间还限制为一个小时，赶到光排队都得一两个小时。打客服说是没办法，如果当天人流量大到需要排队五个小时，或者小到不用排队，我们该怎么控制呢？作为外地游客不了解情况，也没那么多时间可以浪费。至少作以提示，也不会是这种情况。话说重庆公家卡优惠力度相当大，完全可以办张公交卡，还可以乘车。对携程以往的好印象失望到极点！	0
尚可，圆子不大，到处景致。适合慢慢逛	1
还可以，基本行吧，锦里近，方便	1
有三国情怀的推荐一去。景区景色一般，主要是看人文景观的！出师未捷身先死，常使英雄泪满襟！诸葛亮，值得敬仰！	1
很方便，不用排队。西岭雪山就不用多说了	1
很好玩的地方，有机会还会再去玩	1
宝贝说：很好！就是我在看三国的地方还买了那个牌上都是三国人，还买了一个书签，书签上还有功夫熊猫都变成三国人了，还买了一套连环画，那个书签是，然后一天我看完了，然后我就可以给书签夹在里面O:-)	1
带爸妈去玩的，映雪酒店送了日月坪的索道票。	1
小长假人挺多，排队排了好久，挺有特色的一个民族商业街，晚上挺热闹，灯光也不错	0
取票方便，跟同事一起去的，大家都玩得很开心。	1
就住在这一代，绝对的重庆市中心，晚上非常热闹，轧马路的美女很多，美食小吃也多。	0
买票很方便，就是晚上滑的时间有点短	1
环境是真不错，但整体感觉一般，既然来了，还是要看一下！	1
上面的雪景很漂亮，虽然排了很长的队，但是并没有等到多久，缆车很快，总的来说很不错	1
武侯祠是刘备和诸葛亮合祀祠庙，是清朝康熙年间重建的。挺好的。	1
很好，有语音讲解，一边听故事，一边感受历史，很不错	1
过年几天太阳很好，以为没有雪了，结果上去雪非常非常多，很漂亮，日月坪不容错过，上面更漂亮。	1
就是了个心愿，不去后悔，去了更后悔！大冬天的等了一个半小时才上索道，幸亏只选了单程，返程打车回洪崖洞才10元钱	0
还行！有微信讲解，建议不租讲解设备了	1
20年前去的时候门票大概几块钱，人烟稀少的样子，现在好贵还人满为患，为了配先生参观一下，性价比真心不高。	1
排长龙坐索道，太失望了，周边景色不够优美。	0
一次不错的旅游，日月坪的风景美如画，	1
只能说一般般吧，门票太贵了！一个仙女山要分成几个景点卖，	0
已经第二次去了，这次人比上次人少，不错	1
景区不大，但人文气息浓厚，值得慢慢口味。千手观音在维修，没看成，是一大遗憾。出口设计得离停车场三公里，电瓶车十元每人，太坑爹，旅游处处都是陷阱啊。	0
还可以，没有原貌文化气息！商业味道浓厚！	0
西岭雪山今年布置在滑雪场的熊猫灯会非常好看，但要收费用的哦。	1
我们是10月中旬过去的，去的时候人不多，一圈逛下来，1小时就可以逛完，很不错的去处。	1
网络取票处凭身份证取票很方便，然后坐10多分钟的索道上山，在广场处可凭门票照相，取一个钥匙扣做纪念，随后再坐十分钟左右的公交车到映雪广场，映雪广场周边有5家酒店，雪上游乐项目，滑雪场，映雪湖，欧式建筑，商业街。	1
整个武侯祠坐北朝南，主体建筑大门，二门，汉昭烈庙，过厅，武侯祠五重建筑，严格排列在从南到北的一条中轴线上。以刘备殿最高，建筑最为雄伟壮丽。武侯祠后还有三义庙、结义楼等建筑。	1
南方人第一次见到雪，很激动的说！太开心了	1
君臣合祀，违规违礼不违背人心，君臣千古相随。	1
武侯祠还是值得看看的，重温三国人物和故事，就是门票稍贵。	1
我們來的這天，山頂都在下雨，大霧。冒雨走到陰陽界什麼都看不到，有點小失望。但映月湖很漂亮，百花齊放，很有夏天的味道，又不熱，果然是避暑勝地。而且遠看有點瑞士小鎮的意思。值得一去。	1
诸葛孔明是我最崇拜的三国时期的文官了。说是武侯祠，里面并不是只有孔明，还有刘备以及蜀国众多文臣武将的雕塑和介绍，喜欢三国的同学们不可错过啊。	1
方便快捷，出票快，很好，一定好评。	1
腊月二十八来玩的，人不算太多，滑雪场附近的酒店也不算太贵（提前半个月订的，不提前定的话就贵的要死）。西岭雪山滑雪玩雪确实不错！！！五星好评！	1
去洪崖洞交通比较方便，有地铁，公交车和出租车，是去解放碑商业街必去之处，面临嘉陵江，风景很美，晚霞下在江边泡上一壶茶，慢慢细品。洪崖洞依山而落，立体的商业街与自然风景融合，巧妙至极，各式餐饮，小吃，土特产，小商品，古玩点很多，也许是国庆节，人太多，也比较脏乱，电梯和楼道满是火锅味，有待改进。	0
人很多，山上感觉不怎么冷，小孩子特别喜欢，要很早上去，不然太多人，下午能见度会变低，期待下一次再去	1
国内唯一的一座君臣合祀庙宇，虽然观赏性一般，但是建筑物什么的还是很有味道的。而且出了小门就是锦里小吃街，交通够方便。唯一的遗憾就是赶上了春节大庙会，没怎么仔细的赏景	1
武侯祠，据说是三国时期诸葛亮的祠堂，不过我对三国不是很感兴趣，但是老公喜欢，就只能陪着逛逛，不过里面的风景还是不错的，天气好的时候，很适合拍照。	1
淡而无味，没那么赏心悦目。	0
早晨的武侯祠人不是很多，空气也好，特别是在红墙竹影处拍拍照，散散步很有味道。	1
春节人实在是太多了，感觉是去看人头的，正好碰到庙会，吃的比较多，上海人真心吃不惯又辣又麻的	1
想了解三国蜀中人文历史还是要去看看，不如草堂幽静。	1
方便、实惠，值得一去。下次还来。	1
人太多啦，管理乱七八糟的，熊猫没看到几只，全是人。卖货的摊位不少，厕所少的可怜，尤其是女厕所就是噩梦。最好不要开车来非常堵车。	0
最著名的是，晚上看去，和千与千寻里的灯火相似，美的是它的夜景，因而很多人会选择在对岸观赏。	0
感觉一般，一两个小时就能逛完了	0
最大的亮點就是沒有亮點，自然景觀很棒，但談不上什麼性價比。只是因為其它原因比較火	0
还好周一去，排队只等了大概20分钟，不过真的不太值这个价格，只有大概10分钟路程，可是一个车厢就有30个人以上，真的想塞沙丁鱼一样，而且我们只是白天去，景色没有那么美，所以要去就夜晚去就漂亮~	0
住的景区里面，总的来说玩的很开心，比住山下时间充足一些。	1
都很不错，意义重大，孩子听得也很认真的。	1
春节期间人多，拥挤不堪，风景不错，	0
值得带孩子去一游，一边走一边可以联想到三国的故事，很形象贴切，元旦当天出游，也不是很拥挤，还有微信扫一扫可以听讲解，喜欢这样人性化的服务。在携程订票还更划算。	1
为了看看疯狂的石头拍摄地，去了罗汉寺…10元一张票，进去之后感觉没什么意思…而且里面还有一些建筑在装修…最值得耍的就是数罗汉了，那就看各位是否对此感兴趣啦。数是不要钱的，讲签要钱哦！	0
西岭雪山-景区内最高峰庙基岭海拔5353米，是成都第一峰，矗立天际，终年积雪。在阳光照射下，洁白晶莹，银光灿烂，秀美壮观。	1
非常满意的一次体验，取票方便快捷，景区景色很美。	1
购票方便，服务态度很好，必须赞！	1
公园布局很乱，应当在路面上画上导向标志，这样有利于游客有序游览。	0
在景点可以关注公众号收听讲解，不用租用导览	1
管理不善，很多店关门，经常旅游的人不要期望太高。食街还行，特色品街，名俗街缺乏优质品牌。有个麻鞋世家产品还不错（不是广告噢，买了穿了），设计初衷很好，希望可以像设计初衷一样！	0
雪山很漂亮，一次很好的体验，下次再来	1
定位比较准确，很方便的电子导游	1
很不错的地方，值得一去虽然人很多	1
祠内风景秀丽，雕塑古朴，长知识。	1
还行，人好多，园区绿化不错，干净	1
景区门票120+鸳鸯池索道120 上山后有滑雪场120等项目收费，耍了一个多小时赶忙下山避开人流高峰	1
武侯祠，里面庄严肃穆，不仅供奉着武乡侯诸葛孔明，还有很多蜀国大将，非常精致，古朴，南阳武侯祠始建于魏晋，是全国规模第二的武侯祠。南宋岳飞曾路过南阳，拜谒武侯，并留下手书的《出师表》。我不知道个别襄阳人所谓的不尊重历史哪看出来来。武侯祠我个人觉得没想象中的好。里面不光是纪念诸葛武侯的地方。供奉着皇叔关羽张飞赵云黄忠马超庞统甚至王平廖化等等超多武将的塑像，塑像都是清代建的。感觉很乱乎。但是你要是从历史的角度来说这里还是比较有纪念意义的。当年诗人杜甫就是在到访武侯祠后写下的那首著名的诗词。这里和锦里古街仅一墙之隔。门票60.带学生证等可以优惠。个人意见仅供参考。来一趟去就去吧。个人是这么觉得。	1
纪念碑实在太小了，还没周围商店大，一路问路过来的，周围商场不少，可是不知怎么形容，我想买防晒（好一点的）都买不到哎~	0
武侯祠的确是一个挺不错的旅游景点，尤其是微信导览可以更加好介绍景点的相关信息，赞	1
确实没什么好玩的，也没什么好看的。	1
很值得一看的古代遗迹，而且包含了一条仿古锦里古街，增加了人气和活力	1
武侯祠虽然挂的是诸葛亮的名号，里面却是刘备的墓地，而诸葛亮葬在五丈原，并不在这里。到头来为君的名气还不如臣子了。	1
这么大一个游客中心，居然没有回武隆的车！要游客自己到马路边等过路车！还冒着大雨等了半天没车！真是奇葩了！差劲透了！票价也真心太贵！只此一次，永不再来了！反正我看他们也是想做一锤子买卖！	0
感觉一般  解说听的很糊涂！！！	1
好玩 就是人太多了 以后还会再来的！	1
景色不错，地方太小，蚊子太多，性价比太低	1
一般，就几座庙，门票有点贵了，地方也不大，反而外面不收费的地方比较漂亮……	1
很愉快，雪景很美！体验感很不错！值得来一趟！	1
晚上坐游船抬头看到索道车经过很美，真的坐了没什么意思，一个车厢很多人大约30个，往返30元，单程20，一趟6分钟，从长江上划过，有些电影在这里拍摄，比如疯狂的石头，但是从北岸到南岸时旁边的棚户区很脏乱，损伤美感	0
人太多了，而且取票以后，景区索道检修，堵的不行，	1
来看诸葛孔明了，出师表很感人，真是天才的军事家和政治家。	1
很好，三国文化，去的早点人少，更好，物价再便宜点就更好了	1
建设成为了三国时代蜀国文化的主题公园，祠内风景修美，闹中取静，城市中难得的一块绿洲。	1
来了武侯祠之后，做了一个重大的决定，回去一定把三国从头至尾好好读一遍	1
只买到步道票，结果到了大厅也不能买电梯票，硬着头皮走步道，弯了好大的弯！	0
人太多了再说周边全是私人的车说是你交了钱可以专车接送谁知车少的可怜在每个领取要等一个小时别才能来	0
人多！！周围没人维持次序，玩五分钟排了三个小时队	0
了解了三国历史发展，逛完出来就是锦里，方便	1
夜场真的比白天好太多，人少景美	1
特别棒！！！照相很好看！！！！	1
三国蜀地，武侯祠诸葛亮刘备，满朝文武！	1
抱着情怀去看的，特别是刘备的墓，我摸着走了三圈，带走了一片红树叶留作纪念，感觉很神圣。	1
年后去的，已经没有啥雪了，带孩子玩了些冰上项目，孩子玩得还是很开心的！去了日月坪，可惜大雾什么都没看到。不得不说从游客中心出发的第一段缆车的一位女性工作人员态度太恶劣，后悔当时没有好好跟她说道说道。	1
很好，第一次和女朋友出去玩。。。	1
还好总体不错但是优惠幅度并不大恩是个著名景点孩子很喜欢，周边也很繁华离宽窄巷子很近。	1
很有历史文化的古迹，可以感受到三国文化历史的底蕴	1
三国时期刘备三兄弟结义的地方。在锦里隔壁，可以合理安排游玩时间，个人觉得1.5个小时差不多了，去之前最好了解一下相关的历史故事，这样去就不会感觉很空洞，没有了解过历史故事去浏览历史古迹，我觉得都是走马观花，感受不到任何美丽。	1
没意思，到处暗暗的，没有亮堂堂的地方	0
很不错的一次游玩。人不算多，可以	1
成都第一景点。来了总要去看看。园区规划值得重现弄一下	1
渣滓洞在重庆市郊歌乐山下，解放前是国民党的监狱，由于小说【红岩】，这里已经成为重庆旅游的必到之处。	0
不去可惜，去了觉得没意思，可能最好的地方就是那片红墙了	1
熊猫放出来的没几只，产房不让进，都在睡觉和发脾气，路走的有点多，熊猫却没怎么看到，失望。	0
从小知道它，但是参观后觉得很一般，很后悔。	0
还是不错的自然风景，但购票时没说明下午几点进景点于乘索道观雪景时间不夠，白跑了。	1
喜欢看雪，西岭雪山真漂亮！下一次希望去阴阳界看一看云景	1
跟别的山比也没啥特别的地方，大概就是靠电影和综艺节目捧红的吧。下了天坑居然没看到古村寨，莫非我走错路了？似乎只有一条路可走啊。	0
感觉一般吧  没上去的时候觉得很恐怖 一车几十人一起 在索道上就不觉得什么了 十块钱  还是觉得本地刷公交卡比较划算 听说只要一两块钱 个人觉得有多的时间可以去感受一下 如果坐过山上那种索道 肯定觉得这个没什么意思	0
游玩的人很多，景点古色古香，下次有机会再来。	1
值得推荐的景区，了解一下三国的历史。	1
还不错 值得一去 但是一定要请位讲解 这样才有意思	1
是中国唯一的君臣合祀祠庙，由刘备、诸葛亮蜀汉君臣合祀祠宇及惠陵组成。始建于公元223年修建刘备陵寝。一千多年来几经毁损，屡有变迁。武侯祠现在作为一个公园，除了本身的建筑外，园林也很美，值得一去。	1
一般吧  挺没意思  体验不好  	0
速度快，人很多，感觉古文化很足	1
儿童票，取票点离售票处有一段距离，不过还算方便	1
本人觉得如果不听讲解，武侯祠很快就走完了，而且不了解建筑的东西，所以要听讲解。但不用请人讲解。它那里有微信公众号，有免费WiFi，可以用微信手机来听讲解。所以去之前要充好电。	1
方便实惠，买完直接上山。就是当天雾好大，伸手不见五指好伤心，等天气好了准备再次上山	1
全国有很多武侯祠，成都的应该是最好的。面积大，保存完好 。	1
挨着锦里，很方便，名人祠堂，历史的沉淀和厚重感跃然眼前。逛完还可以去锦里吃好吃的	1
很不错，很好玩，就是人太多了！！	1
感觉还是应该被称为汉昭烈祠合适，诸葛亮的塑像很少，大多都是刘备的，景区不大，历史遗迹。	1
去的时候做活动，本身的门票价格就是三十	1
